ts_code,pb
002607,39.765737117903896
603392,38.659308252427195
688012,20.595909390862946
300122,19.65847790927025
300601,19.29733702213277
603288,18.845582248520703
600763,18.378809072978292
300015,16.983379120879096
603658,16.315513116370827
600570,15.627389426877476
300529,15.570824358974352
603501,15.087373821989553
600276,14.713010848126236
603160,13.955284615384619
300033,13.706038954635098
603986,13.598516287015926
002841,13.532854191616769
603195,13.170240151515141
600436,12.695023570019716
688008,12.584839847715747
600588,11.510226185770748
002027,11.404209072978317
600809,11.24641196410769
300136,11.146030670611424
002410,10.916633037475346
600760,10.68166866267465
600519,10.62575887573965
603899,10.21457771203155
300347,9.998628642220018
601888,9.905025838264308
002821,9.901727810650883
000661,9.804192139303472
002460,9.796279960513317
300142,9.75172228796846
300676,9.643307305936052
002415,9.551045652173901
300628,9.516025465838513
002916,9.455289116517283
603087,9.232498809523806
002049,8.759211358574607
002773,8.743270019723875
603259,8.73469259796806
002044,8.727966303270556
300124,8.609610468594221
002007,8.440882840236688
002475,8.407051530108598
002032,8.396351332675216
002812,8.372058092175779
603019,8.306232640949558
600161,8.302257780195868
002714,8.291224161735707
300413,8.199491617473434
002371,8.192986193293883
688036,8.020034782608708
600872,8.007264201183437
002230,7.789779289940826
300014,7.499742702169623
601100,7.491813609467455
002945,7.384883720930239
300003,7.383069230769225
002555,7.294514656031908
002120,7.195855917159762
600887,7.141415544554457
603833,6.954308814270734
000895,6.9398167167167175
000596,6.9342781065088746
000568,6.872728895463522
002558,6.8623951991828385
002414,6.696787968441818
000858,6.592067652859953
002352,6.429636795252226
603799,6.394435329341314
002311,6.137728895463517
300408,6.035220717131465
002508,6.022381952662716
601360,6.0133543721973
002179,5.992344871794869
600118,5.872420710059168
601698,5.705592926829268
600845,5.650991510365266
002008,5.529753944773176
600745,5.455071720818296
002050,5.3942483606557365
002304,5.370791321499013
300059,5.288793885601588
002624,5.269820517928286
000963,5.100795956607498
002271,5.089342209072981
603369,5.079041124260344
600183,5.0649553254437905
601012,4.9019783730158695
002236,4.88759110671937
600111,4.815355818540433
601236,4.80198518518519
002463,4.780257396449704
002938,4.716729411764708
600085,4.704810749506907
002153,4.699863545816742
601696,4.659721600000004
000066,4.601413510848124
002456,4.572927833001985
000538,4.39197294484911
000333,4.345378850102667
300498,4.334850690335308
002600,4.32751393534002
002252,4.307476586741882
300144,4.30281725838264
600233,4.2420487179487205
601066,4.219859787556908
600309,4.146199550056236
002602,4.1396176923076915
000977,4.098871856287422
000723,4.062357621247113
601933,4.038173412698415
600009,4.026775739644971
002241,4.02642061143985
000063,3.999121428571433
600848,3.9611219850586994
300433,3.917373964497039
002384,3.9088237288135605
600547,3.8786626016260124
601138,3.853836486486484
600271,3.8520346878097134
600703,3.818708086785005
000860,3.7599837278106434
000651,3.698973485600802
002493,3.644663708086783
600346,3.575627444794955
002594,3.5122478303747506
601231,3.5102100397614326
600600,3.4928951676528586
600406,3.4826148842337354
002157,3.434524901185771
600487,3.4178739436619723
600989,3.412226363636361
600660,3.368165088757398
600918,3.321081521739133
600498,3.294768244575936
000768,3.2938748520710113
600438,3.246112426035503
603156,3.188136842105262
601990,3.1851120663650034
002739,3.157170699708453
600196,3.1407667652859974
600031,3.0907799802761295
600584,3.066126673326671
002001,3.05639457593688
600690,3.048836264822135
603993,3.04538175542406
601162,2.956957167832168
601021,2.9214853057199233
000786,2.8987546442687773
600176,2.841570858283427
601878,2.834426333333328
002601,2.755755544147843
601899,2.7520550495049516
601155,2.7513759881422963
002129,2.7341917631917605
002422,2.718686982248519
600066,2.655709270216958
600900,2.651964891518735
600893,2.6507221335992015
000876,2.615352662721897
601877,2.512722978303745
600332,2.5084547619047606
000938,2.502538712972423
600299,2.4824819526627193
601919,2.4644536307053944
002939,2.415475392670155
601628,2.3764359960552275
601318,2.311436390532542
001979,2.3030578373015884
600489,2.279868993020938
600340,2.2636297702297714
601336,2.2610138067061176
601238,2.2235855029585805
601633,2.194399503475671
601216,2.180350053590569
002673,2.173151289682541
000338,2.1186396449704166
601108,2.1170748473748486
000002,2.092600991080277
000703,2.0729593059936895
000708,2.058257738095237
601985,2.050025246548321
601601,2.039614102564103
600352,2.0205595660749553
600998,2.008669230769232
002202,2.0041193452380965
000100,1.9673757995735583
601766,1.94039684418146
688009,1.9335558375634525
600004,1.928551873767262
002736,1.9115128205128242
601198,1.9107327416173545
600018,1.8933276953511389
601319,1.8832605734767023
600585,1.8795884615384602
000627,1.8171105577689253
003816,1.8080289972899728
600705,1.7921194280078931
600150,1.7831484780157838
000725,1.7507453648915159
600522,1.7372301775147936
002142,1.7252774161735709
000961,1.7065385375494087
000166,1.6942834503510547
600999,1.6917971230158724
601225,1.6801140039447748
600741,1.6727794871794877
601881,1.6664137000000012
600030,1.6639718843469606
601816,1.6431311355311353
600109,1.6400208167330679
601901,1.628402888446217
600886,1.614109368836291
601808,1.6126903353057163
600958,1.6051079365079386
600025,1.5931848911651723
600115,1.584567850098621
601607,1.58320808678501
000783,1.5698980276134118
600010,1.5660884577114442
600036,1.5617225838264306
600061,1.5418575936883627
600029,1.516523541048467
000656,1.5138129763130803
000671,1.4990332003988014
600482,1.486416849451646
601872,1.481685448577681
601688,1.472986193293883
601111,1.4716861796643637
600637,1.462942303872892
601727,1.4616447338618368
600369,1.4500898422090729
601989,1.4325656666666664
601555,1.3857545634920616
601377,1.3723190287413292
600104,1.3708221893491146
601600,1.363596243093922
000776,1.3630389546351072
002958,1.3601750528541234
600048,1.359243392504932
000728,1.3486809523809544
600050,1.3224798694232827
601788,1.3161133136094678
601211,1.3153900394477316
000425,1.309608481262326
600297,1.3089656804733727
002146,1.2990526627218943
002024,1.2986530693069291
600177,1.2934884615384616
600383,1.2850497041420117
600606,1.2759154608523295
600011,1.2591539447731763
600837,1.258371400394476
000625,1.2213254437869832
600390,1.1876228401191642
601088,1.1725340000000006
601668,1.1519689349112434
601006,1.1504242603550316
600362,1.146027416173569
600655,1.1396022443890272
601669,1.1348453648915193
000069,1.1317446745562123
601800,1.1308221893491135
000157,1.1205941814595655
601117,1.0752557199211041
600926,1.0638830374753452
601009,1.0619243083003946
601838,1.0364679572763684
601857,1.026569625246548
600068,1.0246685258964132
600208,1.0205028712871287
000001,1.007567357001972
601390,1.0019875531914904
600795,0.9888370526315796
601618,0.98490364891519
601186,0.9377956607495074
601577,0.9347822033898302
601939,0.9347140039447716
601229,0.9315132149901383
600019,0.9302247236180913
600028,0.92751114398422
600027,0.9117484220907291
601398,0.8976602564102553
601658,0.8711163879598666
600919,0.8648248015873022
601166,0.8454349112426041
601916,0.8171669902912623
601288,0.8025408284023657
600000,0.7865882642998033
601169,0.7750265407554697
601998,0.7447936883629207
601818,0.7320419132149907
601988,0.7292247534516763
600016,0.6993151873767268
601077,0.6830972644376898
601328,0.678158185404339
600015,0.6535589743589745
