ts_code,pe
601808,756.9275003973511
688012,573.9377377604167
600745,497.8816197580646
600570,444.8395479041917
603392,395.7274408163265
300122,377.42774860557773
600010,367.59739123376625
603501,349.18360437665774
600050,331.3031586358636
300142,311.99119187227865
603799,308.11286505894964
600584,307.0591443699732
002352,298.79509880119883
600760,243.0446512526096
000066,216.94158058252424
300413,204.7264555555556
600150,202.39752763157895
600111,202.04619681274903
002371,200.7421482071713
002414,194.6845517928287
601360,175.7652785714286
600489,169.8831641490433
601788,169.1475311752988
601989,165.94284215686275
300601,162.79700965447157
601698,148.48720775
002607,146.36174503311256
600233,140.68129013944224
002230,132.0568153386454
002463,130.48789701195219
600588,130.2833622754491
300676,129.74608602771363
601162,127.85751316725978
002410,126.10041095617531
603986,119.64901543778801
600031,119.21346623505976
002384,116.0658830835118
601236,115.41618582278481
688008,111.90978385416668
300015,107.89876074672047
600161,107.18212387238724
000768,106.21231055776892
002460,103.33039611166501
300347,101.68533523523524
002945,100.4232648221344
601377,100.2156977977978
601100,99.93386713147409
002049,99.70609346846847
002044,99.43671616915421
002120,97.88108476095616
601600,97.80817273743017
300059,97.33318695219124
002714,96.27225498007968
601990,94.49323874425728
603019,91.07723376623377
002812,90.86602946912244
600763,90.19114621513944
603259,89.31397702503682
601696,87.00800791666667
600118,80.7835596613546
002153,80.34948410462776
000425,77.02566623505976
600276,77.01010737051793
002252,75.72960437636762
600547,75.63671478439424
300529,75.40008256972112
002594,75.25040029880478
600436,73.44670239043825
002157,71.79242754491017
601857,71.3495829681275
002673,70.8258390781563
600848,70.7954430420712
002821,70.5520405378486
002456,68.34474220183486
603160,68.25727390438247
002600,68.04778069073784
603658,66.59669083665338
000938,65.37852249742002
600893,65.19043152064451
603087,64.7618911392405
603993,64.23653207171314
000661,63.93154984924624
000977,62.670572479838704
600809,62.58905216515609
300014,61.94201663346614
002602,61.44578722222222
603288,61.02005986055777
000725,59.88228157370518
002475,57.8480444666002
002916,57.73108754863813
300124,57.209963645518634
600845,57.01449760717847
002773,56.40720916334661
002129,56.19426988265971
601933,55.983384769539086
002024,55.84936037924153
002939,54.8863920071048
300033,54.671820617529875
600369,54.57412739043826
600872,54.45970179282869
000783,54.24576474103586
688036,54.11740179104477
601888,54.066010458167334
300433,53.82230418326693
300136,53.43683217131474
601901,53.06463390342053
000157,52.083071447368425
300003,50.240118924302784
002841,50.183469858870964
601066,49.52447565485362
603195,48.995889370078736
600918,47.90680689655173
002558,47.778183874580066
603899,47.391077191235055
002241,46.588618027888444
002007,46.16737709163347
600600,45.94395677290837
300628,45.48621663179916
002601,45.2516336099585
600482,45.02265297079557
002493,44.770269422310754
000860,44.182998505976094
600011,43.61259013944223
000786,43.02445828343314
600362,42.71191573705179
002008,41.875732569721116
002179,41.717688147410364
002422,41.673882768924294
601878,41.52638561797753
600703,41.25347171314741
600085,41.084027788844615
601919,40.82594368421052
601555,40.14843276553106
600519,39.85002579681275
002311,38.81791494023904
300408,38.36455613682093
601628,38.31427619521912
000568,38.28526643426295
000596,38.037185756972114
600498,38.02428296812749
603833,37.768997030752914
002050,37.110104451345755
000961,36.93480319361277
002624,36.56865633802816
600958,36.43232715430862
002555,36.37750261832829
000858,35.816963147410355
600183,34.37208386454183
600027,34.16832529880478
601899,33.888886299999996
601012,33.39113837675351
600025,32.98167029831388
002415,32.91569530938124
002739,32.873764421052634
002938,32.85330905982906
600438,32.81540009960159
601108,32.52248825710754
002032,32.284655732801596
300144,31.769087749003987
601727,31.7453067583047
000728,31.572709619238477
000538,31.430573396424816
603369,30.3325280876494
002027,30.264810956175296
601231,30.043879016064256
600346,29.73593836344315
000627,29.688381388329983
600177,29.55865876494024
600196,29.44500996015936
601198,29.25163426294821
002271,29.1245296812749
600009,28.941622310756973
600887,28.442140499999997
000723,28.215290326481263
601872,27.761884623893803
000708,27.722161723446895
000703,27.255945589798085
600299,26.949140239043825
600406,26.813840468227426
600998,26.758484661354586
601816,26.47735475285171
601881,26.430015050505048
000963,26.226527091633464
601021,25.627787749003986
600271,25.606125325325326
000063,25.55869054621849
002304,25.53021842629482
600109,25.497954124748492
002236,25.095131337325352
002001,24.98532131474104
000876,24.696937051792826
002508,24.04760239043825
600030,23.899873413897282
600004,23.840826494023904
600487,23.78821981707317
000166,23.323324518743668
300498,23.322378087649405
601336,23.262765537848605
600332,23.245594142259414
600795,23.123849468085105
600115,22.96001932270916
600029,22.942923576423578
000625,22.884833003708284
000100,22.56971885775862
600061,22.451050597609562
002736,22.203352788844622
601688,22.01132440239044
600999,21.425297995991986
601766,21.22738545816733
000895,21.051845298281094
600989,20.980735116279075
600655,20.691922095959598
601985,20.596153784860558
688009,20.47866067708333
601319,20.25449489051095
600837,20.18551434262948
600660,19.91066374501992
600176,19.765292036290322
000333,19.437111618257262
601633,19.37291454363089
601601,19.093436553784862
601216,18.790487865655475
600522,18.626822609561753
601877,18.6238453187251
600309,18.473227758816837
600019,18.2680923857868
601111,18.22973439680957
601211,18.03942370517928
600900,17.863686055776892
003816,17.81997966573816
601238,17.706523207171312
600390,17.541891982665224
002202,17.2853628256513
600690,17.18061387225549
000776,17.11027749003984
601138,17.066495884146338
600637,17.046709829488467
600705,16.842214741035853
601607,16.609684163346614
601117,16.325271613545812
000338,15.870616135458167
600018,15.306594805194806
600297,14.207807968127492
000651,13.941953660982946
000656,13.497917898022893
603156,13.459932147742817
601318,13.370539641434263
600886,13.348779083665338
600066,13.262944322709163
600352,13.143864541832668
000671,13.081876837865055
600028,12.978595517928285
601225,12.88951088362069
002958,12.857638660907128
001979,12.792228356713428
601618,12.764030179282868
601669,12.231497111553784
600208,11.7001318
002142,11.583462151394423
600585,11.284374800796812
601088,11.056972446808512
600741,11.016599501992031
601006,10.724877290836654
000002,10.676331931931932
601390,10.574905913978496
600036,10.554561952191236
601155,10.454212774451097
600926,10.39650687250996
601800,10.256153187250998
600104,9.678141932270918
600340,9.611898789101918
000001,9.37092390438247
600048,9.293574402390439
600606,9.22232132132132
600068,8.798421126760564
601186,8.793166832669323
601229,7.909444023904382
600383,7.8434045816733065
601838,7.791165764546685
601658,7.577791003460208
601668,7.33113296812749
002146,7.320421115537847
000069,7.219829183266931
601009,7.206255289421158
601916,7.161736120401338
600919,7.074495591182364
601939,6.927279581673306
601577,6.8302841379310335
601398,6.714615338645418
601998,6.683683665338645
601169,6.595248895582329
601077,6.457494357366771
601818,6.252238645418327
601288,6.178859960159362
601988,6.17476812749004
601166,6.146440338645419
600000,6.0373362549800795
601328,5.983206772908366
600016,5.514480079681276
600015,5.446463346613546
